         26059995 function calls (26045129 primitive calls) in 52.058 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\drawing.py:16(Drawing)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\filters.py:55(SortState)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\picture.py:114(PictureFrame)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\fill.py:217(SolidColorFillProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\line_chart.py:21(_LineChartBase)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:3524(_one_hidden_rnn)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset15.py:23(<module>)
       17    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:239(quantized_args)
        1    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:1524(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:1682(_can_hold_na)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\properties.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\function_group.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:479(_find_new_)
        2    0.000    0.000    0.001    0.001 <__array_function__ internals>:2(where)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\compat\_optional.py:53(get_version)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\range.py:543(equals)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:528(_handle_usecols)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\external_link\external.py:29(ExternalCell)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\_weakrefset.py:26(__exit__)
        2    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:338(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\util\version\__init__.py:534(<lambda>)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:484(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:2114(external_values)
       30    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\excel\_openpyxl.py:587(<genexpr>)
        1    0.000    0.000    0.119    0.119 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\building_space\building_space_model.py:19(forward)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:1300(fp_write)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\dimensions.py:246(SheetFormatProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\views.py:17(Pane)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\fields.py:296(DateTimeField)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\multiprocessing\synchronize.py:360(Barrier)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:1033(_max_pool)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\et_xmlfile\__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\formula\__init__.py:3(<module>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\_read_only.py:160(reset_dimensions)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\fill.py:40(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\series.py:175(XYSeries)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chartsheet\views.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:511(DataField)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:228(OLAPSet)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset16.py:24(<module>)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\linecache.py:15(getline)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\properties.py:20(GroupShapeProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\layout.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\fill.py:72(RelativeRect)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\fill.py:383(BlipFillProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\geometry.py:105(GroupTransform2D)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\label.py:74(DataLabel)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\table.py:44(TableStyle)
       25    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:618(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\subprocess.py:425(__init__)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\base_parser.py:1015(_make_date_converter)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\scenario.py:38(Scenario)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:119(AbsoluteAnchor)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:182(TwoCellAnchor)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\smart_tags.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\named_styles.py:198(_NamedCellStyle)
        5    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:102(del_edge_)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\_weakrefset.py:81(add)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\urllib\parse.py:101(_noop)
       11    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\util\_validators.py:213(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\range.py:816(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\formula\tokenizer.py:324(Token)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\pagebreak.py:11(Break)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\axis.py:51(Scaling)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\numbers.py:179(NumberFormatList)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:329(PCDKPI)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:407(overload_by_arg_count)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\_methods.py:38(_amax)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:5581(_is_mixed_type)
       38    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\comments\shape_writer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\cell\text.py:46(PhoneticText)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\properties.py:125(NonVisualDrawingProps)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\text.py:532(Paragraph)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:296(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:667(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\readers.py:1479(_validate_skipfooter)
        4    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\energy_conversion_device\energy_conversion_device.py:3(__init__)
       24    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:127(_cpu_deserialize)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\_writer.py:44(WorksheetWriter)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\datavalidation.py:157(DataValidationList)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\_read_only.py:184(max_column)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\area_chart.py:83(AreaChart3D)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\data_source.py:66(NumData)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\axis.py:142(DisplayUnitsLabel)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chartsheet\publish.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:282(wrapper)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\codecs.py:309(__init__)
       13    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:317(__eq__)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:5704(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\pagebreak.py:35(RowBreak)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\graphic.py:41(GraphicFrameLocking)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\text.py:97(Font)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\axis.py:364(SeriesAxis)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\strings.py:3(<module>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\named_styles.py:91(xfId)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\encodings\__init__.py:43(normalize_encoding)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.575    0.575 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\cell\text.py:127(RichText)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chartsheet\views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:226(MemberProperty)
       12    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:3329(retrieve_state)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:421(_reduce_with_dtype)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\copy.py:111(_copy_immutable)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:177(_can_hold_na)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\series.py:730(__len__)
       27    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\base_parser.py:1233(is_index_col)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\functional.py:1446(relu)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\_jit_internal.py:687(is_ignored_fn)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\relation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\line.py:36(LineEndProperties)
        1    0.000    0.000    0.010    0.010 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chartsheet\__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:100(CalculatedMember)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:604(GroupItems)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:293(_slice)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_control_device\distribution_control_device.py:3(__init__)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\comments\__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\table.py:41(TableStyleInfo)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\pie_chart.py:31(_PieChartBase)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\surface_chart.py:56(_SurfaceChartBase)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\data_source.py:86(NumRef)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:71(Max)
        4    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:672(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:447(_get_mixins_)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\tempfile.py:153(__next__)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\subprocess.py:988(poll)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\ops\dispatch.py:11(should_extension_dispatch)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\range.py:241(start)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\xml\__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\drawing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:188(add_indoor_temperature_setpoint_schedule)
       11    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\re.py:172(match)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\utils\escape.py:5(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\surface_chart.py:24(BandFormat)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\area_chart.py:55(AreaChart)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\fill.py:358(TileInfoProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\formatting\rule.py:66(IconSet)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\properties.py:130(FileVersion)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\web.py:15(WebPublishObject)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\chartspace.py:95(Protection)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\cell_style.py:33(StyleArray)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\cell_style.py:159(CellStyleList)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:447(GroupLevel)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:848(RangeSet)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\fromnumeric.py:1006(argsort)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\subprocess.py:875(__del__)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:193(_is_path)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\colorama\ansitowin32.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\comments\author.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\manifest.py:50(FileExtension)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\geometry.py:156(Camera)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\updown_bars.py:12(UpDownBars)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:949(CacheSource)
        4    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:671(get_controllers_by_space)
       17    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\nanops.py:192(_get_fill_value)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\workbook.py:137(data_only)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\filters.py:310(AutoFilter)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\relation.py:9(ChartRelation)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\geometry.py:496(PresetGeometry2D)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:462(ConditionalFormat)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\pivot.py:18(PivotSource)
       22    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:768(<genexpr>)
       20    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\_collections_abc.py:271(__subclasshook__)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:488(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:112(__enter__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\child.py:65(title)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\filters.py:121(DynamicFilter)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\legend.py:22(LegendEntry)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\_globals.py:18(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\fills.py:122(Stop)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:1233(_validate_skipfooter_arg)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\workbook.py:141(write_only)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\filters.py:235(Filters)
